"","GeneID","PB357.02","PB357.07","PB357.09","PB357.12","PB357.16","PB357.18","PB357.19","PB357.20","PB357.21","PB357.22","PB357.28","PB357.29","PB358.01","PB358.04","PB358.05","PB358.07","PB358.08","PB358.12","PB358.13","PB358.18","PB358.19","PB358.25","PB358.28","PB358.29","PB358.32","PB358.33","PB358.34","PB358.39","PB358.42","PB358.43","PB358.50","PB358.57","PB359.03","PB359.06","PB359.19","PB359.22","PB359.25","PB359.29","PB359.33","PB359.41","PB359.42","PB359.49","PB359.51","PB359.55","PB359.56","PB359.57","PB359.64","PB359.65","PB359.66","PB359.67","PB359.70","PB359.73","PB359.83","PB359.84","PB359.86","PB359.87","PB359.88","PB359.90","PB360.02","PB360.07","PB360.08","PB360.09","PB360.13","PB360.15","PB360.18","PB360.21","PB360.22","PB360.24","PB360.26","PB360.32","PB360.36","PB360.41","PB360.42","PB360.45","PB360.46","PB360.49","PB360.50","PB360.52","PB360.53","PB360.57","PB360.59","PB360.70","PB360.75","PB360.76","PB360.83","PB360.86","PB360.88","PB360.93","PB360.94","PB361.01","PB361.02","PB361.11","PB361.15","PB361.21","PB361.23","PB361.24","PB361.25","PB361.28","PB361.37","PB361.39","PB361.43","PB361.44","PB361.48","PB361.59","PB361.62","PB361.63","PB361.67","PB361.69","PB361.70","PB361.73_ES_B","PB361.73","PB361.76","PB361.77","PB361.78","PB361.81","PB361.85","PB361.86","PB361.88","PB361.90_ES_B","PB361.91","PB361.94","PB362.07","PB362.09","PB362.11","PB362.13","PB362.40","PB362.45","PB362.56","PB362.57","PB362.65","PB362.73","PB363.02","PB363.07","PB363.08","PB363.47","PB363.55","PB364.50","PB364.73","PB364.86","PB365.13","PB365.22","PB365.33","PB365.38","PB365.45","PB365.46","PB365.47","PB366.02","PB366.03","PB366.07","PB366.15","PB366.18","PB366.21","PB366.41","PB366.43","PB366.44","PB366.51","PB366.72","PB366.78","PB366.80","PB366.87","PB367.06","PB367.10","PB367.19","PB367.26","PB367.45_ES_B","PB367.45","PB367.47","PB367.55","PB367.68","PB368.05","PB368.06","PB368.12","PB368.15","PB368.19","PB368.24","PB368.41","PB368.63","PB368.79","PB369.07","PB369.08","PB369.16","PB369.18","PB369.29","PB369.32","PB369.36"
"604","ENSMUSG00000092908",1.8919,0,1.9461,0,0,0.4468,0,3.882,3.4278,3.017,3.0402,6.881,12.8645,3.3526,2.2278,1.4354,0.6528,4.4095,3.8131,0,0,5.6603,4.3337,2.771,4.2822,0.787,2.9503,5.3625,0,10.7361,0.3256,0,2.8469,4.3789,0,5.1501,0,2.3246,14.385,1.7755,1.2782,0,0,3.8015,13.5599,3.918,2.6169,3.7477,0,6.9683,0.0058,4.0966,1.1402,4e-04,0,1.9598,3.9864,4.1314,9.2034,12.2492,4.8926,3.9105,0.0031,2.2832,2.7855,0.9984,2.0749,12.2066,0.3242,2.0783,2.4622,1.8009,0,3.0137,1.0325,0.0025,0,3.0176,0,0.0098,2.4647,0.9404,6.9687,0,0,4.149,1.7874,3.7788,3.4179,0,7.0463,0.4312,1.0838,1.7277,0.0837,0,10.0136,5.8377,0.6602,0,19.8008,0.1269,1.7286,2.1432,8.4493,1.9374,0.8471,5.6204,6.2721,6.9773,13.9777,0,0,9.2151,0,8.1806,0.532,1.4791,0,1.25,4.0068,0,3.4042,7.6973,0,0,0,0.6082,0,7.5432,1.3064,0,6.1269,4.6581,0,3.4557,9.0443,1.8783,0,0,8.4564,0.0068,2.6617,1.4141,15.6406,0.3152,0,0,7.69,0,1.4219,1.4088,5.7607,4.1917,4.9687,1.3653,3.6324,1.5717,3.4123,3.7884,5.597,3.7543,2.1084,10.1768,0,0.4061,6.4122,2.2293,0,0.2158,0,6.3451,2.003,3.1507,4.0697,0,0,6.0058,6.7319,2.9795,4.8771,9.2245,7.4456,0,8.0929
"605","ENSMUSG00000092918",4.3344,51.4605,63.4063,0,1.4997,40.5681,0.2967,2.7521,2.3541,4.5879,0,116.3549,144.204,54.9431,0.0114,39.3191,2.3955,32.3213,43.51,0,0,33.6824,57.8585,67.2041,1.1256,0,32.9655,2.4019,43.7024,112.9161,22.4132,12.0272,104.6931,136.5487,77.9198,54.8175,1.5381,86.0936,56.561,42.3629,116.4317,1.5147,121.0512,0.9959,67.1582,60.5321,77.0519,76.3856,72.906,165.4499,48.2471,66.3291,71.2263,57.6664,6.3802,13.3242,32.8352,89.7201,2.3695,0,55.2702,1.2043,0,6.071,121.9335,74.252,60.1727,161.3792,0.522,2.3194,2.7083,2.4924,0,1.9889,5.0218,1.6685,53.8904,3.3973,90.334,0,23.1527,73.4122,12.3944,45.6658,8.9462,0,58.6295,5.892,83.3711,0,65.9501,3.9099,57.7144,68.0247,0,76.3149,127.9279,0.8354,93.1802,1.8711,55.6105,79.5469,32.7597,27.7615,94.3044,79.8582,81.0139,64.8932,59.0668,59.9251,134.0505,49.2538,3.4974,49.3401,8.0765,96.9709,1.928,70.2939,11.9069,104.0965,6.653,0.5955,7.1921,14.5405,54.2793,4.3875,2.9424,55.6828,7.2444,90.2442,24.3007,62.8528,2.2698,43.8596,84.5985,2.7433,149.0863,3.1414,1.0659,87.9664,2.8111,4.1688,8e-04,94.4468,6.3075,72.0263,3.4756,7.032,2.0461,0,5.0995,2.3307,13.042,3.1424,1.9899,38.6826,47.6094,1.9835,0,53.5463,1.0097,7.1369,8.7735,44.5009,0,6.1199,0,99.8844,3.8022,61.7615,0,59.3784,97.1688,2.869,43.0377,0,3.3688,0,0.8949,0,71.5652,0.9153,7.3947,8.7529,4.8871
"606","ENSMUSG00000092932",7.5388,4.0565,8.4359,5.1544,6.3718,10.1164,10.0661,5.2986,11.6426,6.3513,3.5361,10.6158,28.2393,10.1682,9.0041,3.2832,2.3221,10.2944,9.6713,11.6214,12.4586,10.2404,8.9269,9.9776,6.5587,5.2738,4.5703,4.0653,3.5843,8.5276,3.1262,2.9982,15.347,17.064,8.0045,7.9287,9.0339,13.7319,10.8735,13.5249,4.2149,6.06,7.8488,10.3086,6.8069,7.046,6.0173,4.4442,7.4686,23.4919,3.887,6.7367,7.298,4.298,7.0948,6.6401,12.2681,15.6294,16.7059,1.2303,12.55,4.4509,9.2468,6.6122,3.3515,7.5049,12.3075,20.4628,8.6246,10.1939,10.224,10.2067,5.5349,1.3302,7.8422,7.0158,5.7143,13.6325,10.5414,6.7911,5.1201,7.4578,5.3143,5.096,6.9939,3.724,6.8519,6.6341,8.8524,3.9939,4.399,7.8555,7.7679,2.9371,10.082,2.7409,12.1894,4.133,8.4203,7.8569,7.1431,8.9367,3.2286,2.1575,5.6546,4.9871,1.208,14.712,12.0586,2.897,4.4642,11.7695,3.9913,3.7533,3.5004,7.9532,4.6909,12.3537,1.0048,7.3104,6.6009,2.3286,13.4329,3.7061,10.3845,9.5536,9.8497,5.6493,14.0565,1.7242,3.9046,6.8527,4.3257,7.9066,4.8812,7.9849,21.4505,5.4619,4.1477,26.0392,5.9698,24.8481,7.4478,9.7124,7.5269,6.2374,5.3937,3.5809,6.8956,12.0811,15.111,3.318,10.8927,5.8612,2.305,13.4698,7.1392,10.7948,8.271,10.1356,6.3485,7.6166,17.2059,4e-04,3.4307,17.6239,19.2071,16.4473,6.9819,8.6759,4.2521,10.0857,10.4875,8.8716,11.1894,14.8159,6.1096,1.5945,9.1726,2.7055,10.7614,14.1069,16.8644,8.4107,8.613
"607","ENSMUSG00000092986",21.0317,10.0529,21.052,5.3484,8.1924,8.8421,17.7484,12.6623,36.3076,9.1601,13.7056,14.6692,25.5472,23.1967,10.9453,9.7659,8.016,7.8552,11.231,9.1295,6.9582,25.2894,18.7222,14.4089,17.7316,15.5866,10.5439,13.622,10.35,32.3899,10.3975,10.899,16.9132,34.0284,15.7839,16.5823,11.5889,16.1487,11.8487,22.5092,9.9856,0,20.7383,13.5231,16.8988,18.079,13.956,13.5076,22.9478,32.1717,21.9675,12.5788,28.5507,21.8725,14.3388,10.8871,13.7723,12.2769,17.6168,4.5278,13.9585,24.7787,10.9867,14.1534,15.1601,16.0367,19.0431,43.0665,18.964,13.2428,21.804,12.4027,13.466,8.333,13.1867,18.0235,10.7823,24.667,15.1776,18.7327,8.1799,1.0262,20.3992,10.5935,12.022,12.6205,19.7562,17.0231,23.8539,19.1049,10.9692,14.9621,11.3847,13.6326,8.304,22.4422,24.2971,22.889,16.7219,17.8543,13.7685,20.5911,11.5527,6.8373,21.3235,12.1308,11.0481,8.8888,14.258,11.3936,28.1001,18.012,12.0365,14.8297,12.8734,20.4598,12.0073,11.3276,6.1336,10.5115,19.8476,8.3189,22.9132,14.8974,10.105,28.7239,16.3516,13.8369,20.8813,11.5474,1.0177,13.5449,13.8795,24.2539,12.9856,22.6427,36.8384,12.6803,12.9199,18.4472,9.5371,25.7347,7.3974,9.2464,17.0759,14.2409,9.612,18.0289,17.9302,13.3274,15.4951,9.2799,14.652,9.973,18.583,15.6865,19.2412,11.4972,12.8792,15.3853,16.8683,9.21,25.9991,8.9572,3.26,22.5947,14.8068,28.302,14.7673,9.294,13.3102,12.7948,19.3954,21.4385,19.9441,23.7617,17.9837,10.0835,8.9066,4.5499,13.2333,21.5635,41.0229,12.167,7.758
"608","ENSMUSG00000093006",20.7108,5.7996,23.4884,6.4012,11.8961,21.2411,21.8667,18.8965,15.5072,16.5995,17.2812,9.2697,20.5397,27.4979,9.2541,1.6593,3.0405,9.7756,4.8472,4.3459,21.9776,18.3545,4.6922,5.6117,7.5653,29.9467,6.9588,4.2375,2.7608,1.0261,1.335,3.3389,13.3931,3.4669,13.7592,16.2749,17.2929,22.3839,5.7245,7.279,21.7595,22.6302,11.3488,23.9041,9.4396,1.657,8.3912,1.0648,0,2.3382,11.0199,8.943,23.2735,13.3784,25.6794,26.4833,14.3427,12.9645,8.4663,18.3398,23.4585,20.6065,30.2258,29.2819,34.6706,4.618,2.9925,19.5542,32.2277,36.9301,21.9861,23.79,21.9555,10.4946,21.6692,33.6507,39.2157,25.5596,12.3867,11.9893,16.7179,0.9048,18.4657,13.7046,14.4622,19.4285,10.1997,10.9931,32.1116,6.6993,6.6881,36.6337,11.6756,27.339,23.7935,17.2099,28.8477,28.9175,16.4382,26.3683,21.2545,7.565,12.8946,11.301,4.9704,15.4551,11.011,13.6023,15.3684,13.1002,25.6128,26.5529,17.2183,15.7371,11.6571,3.8907,0,15.1567,3.7396,17.4586,10.6031,7.6398,1.9584,19.1935,10.8269,14.6506,18.3545,9.6851,15.3135,6.7261,10.5335,13.0933,5.8624,14.1661,7.0503,18.2751,18.3468,39.4359,11.6846,38.4974,13.3421,32.0825,16.0706,15.1744,13.1742,22.0044,3.8565,7.2366,6.9394,34.4558,6.5152,10.9841,11.1172,4.8081,10.509,15.7096,13.7579,21.3804,22.8913,14.8458,15.3916,16.4313,30.6499,4.5782,17.9627,32.6896,2.376,8.7022,30.5978,20.5231,20.2803,11.7406,12.7356,13.3182,14.5015,10.8549,11.2758,7.0614,1.0341,4.9118,7.8916,8.5435,18.0583,9.5187,16.1255
"609","ENSMUSG00000093010",5.2377,2.2233,2.8193,0,0.6832,7.934,1.7956,6.2435,2.0323,7.8399,1.7217,5.4333,8.8251,4.3765,0.3655,0,0.0098,9.8331,0.8431,5.1188,0,3.2423,3.158,1.302,4.7004,6.2924,0,0,3.757,0,0,4.0382,12.5238,6.322,2.5584,0.4519,0,1.6484,3.7935,5.0355,1.8458,3.5107,3.9716,3.1539,7.9378,3.3167,1.8223,1.6448,0,13.3803,0,1.451,2.8439,5.3891,1.2496,6.4998,3.7979,6.5439,3.4794,0,2.65,6.0288,2.8101,2.0875,2.8321,4.8593,0.5062,22.8833,0,3.2713,2.1743,1.5067,2.6451,3.9161,0.2194,0,1.6989,5.8664,10.1515,3.3947,0,2.7656,0,1.9644,0,3.809,7.315,3.3402,1.2998,5.4431,3.0575,6.681,3.1492,4.9044,1.878,0,11.1829,0,0.0019,0,4.6901,1.0304,1.9614,0.7918,0.3246,0,1.4409,1.8574,5.2855,1.1769,7.0884,3.6529,0,5.9482,4.6774,5.5017,2.3626,2.3594,0,0,8.9673,0,2.432,2e-04,3.434,1.1422,0,2.0489,5.0651,2.9125,3.7721,0,1.335,0,1.0744,4.3752,2.3498,1.5924,6.7504,2.6928,4.3064,0,1.7453,4.671,0,2.4955,3.5954,3.3608,5.9135,0,1.2983,1.965,5.6145,2.5506,1.7419,3.4746,0,0,1.4986,0,0,0,6.3652,6.8607,0,6.5053,0,12.73,0,3.653,3.4678,4.1294,1.6979,0.627,3.6838,6.7522,2.1437,5.691,2.5721,0,2.6714,2.3655,12.5133,0,4.1814
"610","ENSMUSG00000093015",0,0,0.0388,0.0456,0,0.0652,0.0604,0,0.0932,0,0,0.0448,0.1289,0.1412,0.1478,0.0721,0.0753,0,0,0.134,0,0,0,0,0,0.1297,0,0,0.07,0.1424,0.0683,0,0.0702,0.0486,0,0,0.0743,0.0351,0.0772,0,0,0.1312,0.0524,0,0.1373,0.0719,0.0367,0,0.0759,0.1833,0.0347,0.1393,0.0659,0.0519,0,0.0664,0,0,0,0,0.1932,0,0.018,0,0,0.1508,0.1424,0.2225,0.0661,0.0737,0.0738,0,0.1047,0,0.2042,0.1404,0,0,0.294,0,0,0,0.0684,0,0,0,0,0,0,0,0.2034,0.2303,0.0738,0.1328,0.0739,0,0.0683,0.075,0,0,0.0433,0.222,0,0,0.0692,0,0.071,0.0566,0.1535,0,0.2058,0,0,0.1345,0.0585,0,0.0664,0,0,0,0.0736,0.0714,0,0,0,0,0,0,0.0684,0,0,0.0736,0.0646,0,0.14,0.0602,0.2651,0.0641,0.1538,0.0734,0.0376,0,0.062,0,0,0,0,0,0.1889,0,0,0.0576,0,0,0,0,0,0,0.1933,0.229,0.0702,0,0.1391,0.0463,0.0741,0.074,0.2088,0,0,0,0.0665,0,0,0.1356,0.0666,0.0709,0.1255,0.1424,0.0603,0,0,0,0.1336,0,0.0669
"611","ENSMUSG00000093023",28.6524,36.8781,30.7634,3.181,7.5633,12.7593,38.671,16.2124,52.524,16.7579,7.2989,29.0383,79.3239,23.2997,9.4011,10.6699,6.9903,5.6424,19.277,16.3484,37.861,15.9267,27.5294,15.5625,13.3464,20.2611,15.8945,5.5397,14.1543,38.1855,9.8745,9.0679,38.6971,28.0549,12.6311,10.3057,15.2635,30.5028,33.6563,45.2231,17.3848,21.288,19.8011,47.083,25.7083,21.4451,32.6443,19.8245,23.5588,33.1581,18.6828,32.0615,36.6132,22.9778,51.1715,19.8606,22.6587,15.8229,16.6938,16.0681,27.581,20.1109,16.9674,25.0657,23.7051,34.2621,16.5289,55.5958,59.8158,17.025,56.4596,19.2664,37.7709,21.3527,36.1475,12.5919,24.3702,64.5391,8.3945,15.0064,29.6267,41.6391,23.6514,9.8096,53.5913,36.3556,28.0503,11.1235,42.7316,14.6076,14.3222,52.3713,23.9217,16.5911,26.1132,19.1397,27.754,69.9804,24.104,38.0229,42.999,37.6295,14.7564,7.5882,26.2452,28.9247,17.959,13.7044,18.4658,13.8181,39.5462,39.2479,37.3807,25.7652,21.8671,24.2162,12.2752,23.1192,3.3288,26.8217,40.8428,2.8044,32.1133,13.9859,18.7864,30.5854,26.0176,18.3321,32.8828,20.2981,19.1951,29.1375,24.9496,35.0317,31.3349,23.4486,72.3223,18.7165,6.1456,26.2662,19.3942,38.1752,28.8179,27.0968,40.4384,42.7578,23.5838,12.7303,29.9721,14.4932,10.2119,7.1762,16.7452,11.0475,23.9833,22.285,15.99,23.3704,18.0505,22.4081,34.9256,15.7091,102.052,14.1061,7.0526,43.4221,27.7237,36.4131,16.4441,23.4318,39.1949,19.4283,23.406,22.9494,5.5376,51.4023,39.5212,23.0889,23.6119,4.5044,22.1784,12.0575,35.7479,13.8859,19.7629
"612","ENSMUSG00000093030",3.2011,0,1.6415,0.099,0,4.3939,1.2641,9.1725,1.6548,0.6089,0,0.8043,2.7698,4.6223,0.5971,4.6643,2.2134,0,1.6421,2.7029,6.9103,0,0,0,5.0755,3.0818,4.0153,1.8155,1.6883,4.9848,0,0.8504,2.158,5.8209,9.4861,6.2115,0,0,0,0,1.4755,0,1.3182,0,0,4e-04,2.6033,8.0984,0.7278,4.4924,5.2123,1.8522,0,0,2.7897,1.0622,2.3732,1.7892,3.0809,0,0.0093,1.1135,4.5994,0,0,0.2557,0,6.9937,2.7111,1.5435,1.4786,4.8,3.215,4.6661,0,2.0757,1.1255,5.7948,0,0,6.4869,7.7144,5.488,0,2.7379,5.1921,0,0,3.2314,3.7279,0.3437,0,2.4131,0.8372,0.1021,0,1.8511,5.5028,0,0,3.1649,6.08,0,0,0,0,0,0,0,1.7062,2.4897,0,0,0.5642,0,9.7741,0,4.1675,0.4351,0.0021,0,0,0,3.131,0,3.6101,4.9457,0.0426,0,0,3.8426,6.0222,6.7985,0,2.2969,2.6144,0,4.6499,1.9661,2.5607,4.9715,0,3.1146,0.2388,5.3127,14.5179,3.2071,0.3076,0,0,0,0,8e-04,0,0,1.8549,0,5.7007,0,10.7233,8.6784,8.4895,19.6495,4.3381,0,5.1304,0.0019,0,0,0.2294,1.5244,8.4183,6.6152,3.2802,3.8911,6.7581,0.107,0,2.8689,5.1273,0.1118,4.1643,6.2835,3.5065,3.5174
"613","ENSMUSG00000093031",50.0607,32.9792,35.3894,10.3791,24.5541,24.1452,20.4915,22.1718,67.9293,34.6978,27.0314,81.455,95.3653,39.5645,20.3657,18.5765,0,65.1373,2.8257,19.7301,3.7401,48.548,35.075,28.565,29.0154,49.6994,21.0778,9.9993,22.6529,70.6711,35.8689,25.7907,71.7373,53.4153,8.3548,23.1502,19.7659,38.5035,31.9602,69.1851,20.4081,31.7001,22.0639,58.1138,62.0435,40.3672,2.9682,9.7197,36.7658,118.1522,18.5363,25.1979,73.287,18.0913,22.6558,23.1908,14.538,24.4543,58.217,4.3229,45.6758,19.1737,53.1606,42.9608,40.6784,25.0274,37.1343,105.5758,35.5343,41.741,60.7189,30.1521,33.4166,5.2972,53.5215,3.1858,18.8656,34.7362,50.7791,14.0791,40.8291,65.9576,57.9097,23.056,54.7167,22.8079,33.5351,4.1969,35.7488,26.4798,42.7148,41.4267,19.9042,60.3544,12.0434,11.942,58.0162,43.2893,42.3345,17.6565,14.7957,2.7147,12.2689,36.9697,6.2889,10.1949,16.9424,64.1377,33.785,9.7327,24.7167,46.1598,11.1827,40.8526,15.2597,23.6509,13.711,14.27,4.5098,34.7487,3.5117,7.8708,35.0169,8.1579,72.8998,19.5189,40.594,11.7669,38.921,21.7508,36.6034,40.1046,32.6639,27.8991,29.5303,26.7022,85.4799,15.0574,28.474,27.3547,49.1434,89.6225,45.933,19.3862,9.5588,27.5105,20.7505,66.9554,36.5621,5.0694,33.9457,11.2493,39.2072,7.6374,22.5049,38.0122,50.5056,33.5357,33.7816,7.7856,55.0603,26.0627,80.1684,18.053,16.9962,85.9964,52.6658,70.1322,32.0999,27.7557,56.8104,44.8041,53.3035,54.238,22.1427,47.6084,73.1715,27.5842,22.648,35.0566,22.8247,41.7911,83.0358,18.8881,31.4456
"614","ENSMUSG00000093059",14.639,8.6988,9.8665,3.1949,2.4366,8.7874,6.3045,10.1688,13.6471,7.8272,7.1739,19.7876,18.4178,6.3591,23.4347,4.4028,7.2567,11.9233,11.5449,7.1031,12.8759,5.8678,18.8548,4.4935,10.8142,21.5162,4.8875,20.9581,14.9876,20.2539,12.8251,3.4487,14.635,6.0283,4.48,5.9691,8.0202,13.5209,15.9153,2.456,8.44,12.0708,8.2622,5.881,19.9246,10.4413,8.402,5.0831,11.3485,24.1935,2.8728,7.5783,10.3728,6.1256,9.8697,9.5329,13.4232,13.6734,7.1775,4.8032,13.2224,6.1112,17.5366,0,9.4061,10.8346,11.7386,23.2232,7.6018,1.7182,5.4052,6.2538,1.5891,7.4853,7.4343,6.5816,9.3346,5.9574,13.8153,9.4485,19.3388,13.2977,6.2242,4.0741,5.8318,5.028,9.8423,6.4808,20.2855,0,3.1133,12.1043,4.2481,1.5852,7.0374,1.748,6.0227,9.0187,16.7671,6.5584,10.1808,14.2348,6.4206,5.928,7.4052,11.8499,6.9407,17.3308,11.1241,0,5.5065,10.0709,2.0885,9.7483,4.1886,12.0508,5.807,14.1131,0,17.573,8.6565,1,23.1215,6.4557,6.8569,14.7623,14.2864,2.7143,13.6494,8.1303,7.8118,4.9485,4.532,8.1255,9.6351,5.3017,34.1619,0.7349,5.5256,7.2818,5.8411,10.5882,4.5172,11.7003,8.1667,5.9887,6.162,10.8402,7.1987,10.5301,8.3479,2.1451,9.8745,6.7309,8.3229,3.0272,9.9227,10.8274,11.8981,13.2754,5.3121,4.6915,25.0385,14.622,3.2761,13.2297,5.6673,21.8142,7.248,5.2376,3.5241,7.4855,8.0273,14.1956,3.1986,7.0286,20.4118,7.8462,3.7082,2.0858,11.2167,9.1375,14.9021,8.4518,18.7912
"615","ENSMUSG00000093079",1.9668,0.9753,0.9426,1.97,0,0,0,0,0.982,0.9603,1.9834,0.9851,0.9673,0,0,0,0.9669,0.9645,0.9718,0,0,0.9406,0,0.9533,0.9781,0,0.9758,0,1.9627,0,0,0,0.9348,0,0,1.9541,0.9601,0,0,0,0,0,0,0.9517,0,0,0,0,0.9316,2.9376,0,0,0.9736,0.986,0,0,0.9815,0,0,1.9478,0.9692,2.9567,0.979,0.9603,2.9384,0.9762,0.9706,0,3.9213,0.9595,0.952,0.9687,0,0,1.9729,0.9632,1.9438,0.9753,2.9646,1.945,1.9581,0.9427,0,0.966,1.9434,0.9591,0.9586,0,1.9583,0,0,0.9573,0,0,1.9715,0,0,0.9844,0.979,0,1.9622,0,0,0,0.9758,0.9813,0,0,0.9707,0,0.9399,0,0,0,0,0.9769,0,0,0,0.9755,6.9605,0.9912,0,0,0.9664,0.9726,0.9791,0.9834,0,0,1.9711,0.9827,0.9491,0.9721,0,0,0,0.9678,0.9735,1.9548,0.9748,1.9249,1.9642,0,0,0.975,0.9721,0.9661,0,0.9764,0.976,0,1.9678,0.9656,0,0.9893,0,0.9501,0,0.963,0,0.9776,0,0,0,0.9335,0,0,0.9645,0.9557,0.98,0.9827,0,0,0,0,1.9521,0.979,0,0.9832,0.9613,0.9492,1.867,0,0.9651
"616","ENSMUSG00000093105",18.0641,3.1644,13.0745,1.4966,18.3444,16.358,18.2816,15.9245,15.0336,11.2016,15.3577,19.8282,19.8891,6.631,9.5409,2.843,8.8494,5.9211,12.7364,7.5745,0,15.0942,8.3908,5.5699,13.2427,15.4561,14.5738,8.9067,3.878,18.4588,8.7744,2.479,18.4323,11.147,13.1078,10.5512,9.9642,14.2958,23.083,16.5374,14.3471,10.1175,19.2485,18.7188,13.4201,19.8512,8.385,6.9415,10.2991,25.5708,12.1849,13.4176,17.5894,29.4511,8.0519,14.1933,5.7901,13.4256,13.3817,4.6147,8.0572,16.5778,6.4568,11.8794,16.9695,13.1126,13.8572,37.1328,0,12.1229,10.036,15.573,7.8389,6.946,11.5038,10.9328,10.0143,0,12.0875,11.8125,6.0848,29.0229,12.892,10.8785,16.2344,12.0626,17.1434,16.1875,12.0692,16.2125,15.7838,19.4572,12.75,16.955,14.5882,16.3723,11.3183,8.9679,9.8193,6.3323,22.2178,12.476,5.153,7.1858,19.0743,10.9663,9.8226,11.5242,10.4366,6.1974,20.3296,12.1393,0.1117,18.7689,10.4805,16.7702,13.7165,18.9546,0,22.3342,0,5.6576,6.3608,7.2655,7.6308,13.9338,11.92,10.0459,23.327,19.3334,10.0675,13.0556,13.9749,10.1917,14.1118,14.9303,40.8445,11.258,13.746,17.9582,16.4164,27.8039,21.8119,12.543,22.4793,10.4438,17.0353,24.1367,14.6889,8.9843,15.3027,10.8285,19.922,6.4345,6.9897,9.883,13.4031,21.6592,9.3842,8.4253,17.2262,5.3661,26.8202,12.366,4.3536,18.9908,18.1152,30.3498,3.6448,16.2412,10.2818,16.8322,8.4057,2.97,8.5316,15.5783,17.2149,7.6215,8.1905,5.2628,9.8418,8.6537,13.1254,11.8717,10.6532
"617","ENSMUSG00000093106",13.3161,9.4328,9.3672,0,9.5882,8.9972,17.9588,11.3197,18.1922,7.0062,10.5204,16.8727,17.6231,16.175,11.9186,6.6989,4.9936,21.3779,9.026,0,10.8925,15.2507,35.2249,7.2172,3.3623,5.629,4.2946,12.5032,16.5585,16.2906,28.1103,9.0281,29.2337,31.577,17.5276,15.4465,0,22.5038,18.2871,11.9887,18.0092,7.3204,23.5151,11.8122,9.2915,31.0798,17.8669,10.1894,19.0018,18.5109,9.9619,24.7084,12.4186,0,15.5784,7.9349,11.9381,12.9723,17.8491,0.0371,9.1547,9.6676,22.4779,18.0723,3.6518,24.0168,14.2708,41.7783,0,0,0,20.3133,9.0598,7.5557,6.51,8.967,15.1342,25.9822,2.8774,17.0345,12.2059,16.8681,13.0073,0,10.8565,13.1226,6.3469,16.8251,14.4496,0,9.1707,5.4314,3.9868,19.0297,15.4081,5.4533,16.1172,16.161,32.3064,10.3695,0,6.9314,3.9127,4.4626,10.938,10.7922,8.6959,6.4757,5e-04,0,9.7919,17.565,3.0245,6.4041,11.7672,6.4375,10.7605,25.9724,0,23.5061,6.0106,0,18.4004,4.8818,6.7978,25.3923,0,4.5181,21.4404,5.7964,9.1277,24.7253,8.1447,6.4174,13.5338,18.6393,52.3077,7.8205,17.602,30.2306,0,16.5539,12.9952,7.1228,0,8.1497,38.2839,6.0914,10.0375,0,6.0013,11.3828,10.4579,16.6545,5.5133,7.0474,4.0089,6.2562,8.4957,10.8982,0,10.3449,43.2825,0,7.4383,16.4426,4.2385,11.3717,8.9917,0,0,9.6993,16.0721,8.4682,21.4026,30.7361,26.0903,1e-04,15.4682,3.8019,13.5497,6.7033,21.1074,4.5413,11.4176
"618","ENSMUSG00000093115",9.5023,0,0.0194,0.0228,0,10.3566,0.0604,0,0.1863,0,0,0.0448,0.1289,0.1412,0.0739,3.186,0.0376,0,0,0.134,0,0,0,0,0,0.0649,0,0,0.035,0.0712,0.0683,0,0.0702,0.0486,0,0,0.0372,0.0351,0.0386,0,0,0.1312,0.0524,0,0.1373,0.036,9.2078,0,0.0759,0.1833,0.0695,0.1393,12.2255,0.0519,0,11.271,0,0,0,0,0.1932,0,0.018,0,0,0.1508,0.1424,0.2225,0.0331,0.0737,0.0738,0,0.1047,0,0.1021,0.1404,0,0,0.147,0,0,0,0.0684,0,0,0,0,0,0,4.9073,0.1017,0.2303,0.0369,10.2371,2.9202,0,0.0342,14.6113,0,0,0.0433,0.111,0,4.0559,0.0692,0,6.9519,11.8599,8.3057,0,0.2058,0,3.8299,0.0672,0.0292,14.6595,2.7226,0,1.3854,0,0.0368,0.0714,0,0,6.6977,0,12.0827,0,0.0684,9.1379,0,0.0736,9.4662,0,7.8159,0.0602,21.509,0.0641,0.0769,0.0367,10.4176,15.184,0.062,0,0,0,11.7255,0,0.1889,0,0,0.0576,0,0,0,0,0,9.4687,0.1933,0.229,0.0702,0,0.1391,0.0463,0.0741,0.074,0.2088,0,0,0,0.0665,0,0,0.1356,0.0666,0.0709,15.8344,0.1424,0.0301,0,4.3582,0,25.547,11.2687,0.0669
